epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test_mae_epoch,test_mse_epoch,train_loss,valid_mae_epoch,valid_mse_epoch
0,,,12,,,,1.23622727394104,2.173206090927124
1,,,25,,,,0.7526081800460815,0.9026412963867188
2,,,38,,,,0.5884919762611389,0.5442014336585999
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
,2.0416666666666667e-05,2.0416666666666667e-05,49,,,,,
3,,,49,,,0.31149575114250183,,
3,,,51,,,,0.5350964665412903,0.4421607553958893
4,,,64,,,,0.5341211557388306,0.4267790615558624
5,,,77,,,,0.49573642015457153,0.36435848474502563
6,,,90,,,,0.5017911195755005,0.35737144947052
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
,4.125e-05,4.125e-05,99,,,,,
7,,,99,,,0.29414093494415283,,
7,,,103,,,,0.46055689454078674,0.3052700161933899
8,,,116,,,,0.47342392802238464,0.3112470805644989
9,,,129,,,,0.4842049777507782,0.3315586745738983
10,,,142,,,,0.4564726650714874,0.29168036580085754
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
,6.208333333333334e-05,6.208333333333334e-05,149,,,,,
11,,,149,,,0.23711876571178436,,
11,,,155,,,,0.44052332639694214,0.2768442928791046
12,,,168,,,,0.4482097327709198,0.28336456418037415
13,,,181,,,,0.4468744993209839,0.281260222196579
14,,,194,,,,0.47588270902633667,0.31071606278419495
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
,8.291666666666667e-05,8.291666666666667e-05,199,,,,,
15,,,199,,,0.16485778987407684,,
15,,,207,,,,0.4530038833618164,0.2853195071220398
16,,,220,,,,0.4453172981739044,0.28496435284614563
17,,,233,,,,0.42387354373931885,0.25819000601768494
18,,,246,,,,0.4054907560348511,0.2587263286113739
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
,9.997833710967597e-05,9.997833710967597e-05,249,,,,,
19,,,249,,,0.24182607233524323,,
19,,,259,,,,0.41913899779319763,0.25421860814094543
20,,,272,,,,0.4503065049648285,0.2871664762496948
21,,,285,,,,0.4324684739112854,0.27204447984695435
22,,,298,,,,0.45572179555892944,0.2910914421081543
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
,9.907185203396229e-05,9.907185203396229e-05,299,,,,,
23,,,299,,,0.12764151394367218,,
23,,,311,,,,0.49671506881713867,0.3420863449573517
24,,,324,,,,0.4919648766517639,0.35047414898872375
25,,,337,,,,0.46322163939476013,0.3043610751628876
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
,9.685582976184495e-05,9.685582976184495e-05,349,,,,,
26,,,349,,,0.20035281777381897,,
26,,,350,,,,0.5125194191932678,0.3668438792228699
27,,,363,,,,0.5189990997314453,0.3775328993797302
28,,,376,,,,0.5233123898506165,0.3859868347644806
29,,,389,,,,0.48408564925193787,0.34173059463500977
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
,9.338946764048628e-05,9.338946764048628e-05,399,,,,,
30,,,399,,,0.1060710921883583,,
30,,,402,,,,0.5136542320251465,0.3860926628112793
31,,,415,,,,0.5437501072883606,0.4184949994087219
32,,,428,,,,0.5012794733047485,0.3679966330528259
33,,,441,,,,0.4944007396697998,0.3602360188961029
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
,8.876536376534343e-05,8.876536376534343e-05,449,,,,,
34,,,449,,,0.090678371489048,,
34,,,454,,,,0.5460395812988281,0.4267856180667877
35,,,467,,,,0.5341077446937561,0.41087567806243896
36,,,480,,,,0.5842810869216919,0.4769589900970459
37,,,493,,,,0.5900469422340393,0.48642250895500183
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
,8.310704337614697e-05,8.310704337614697e-05,499,,,,,
38,,,499,,,0.12187521904706955,,
38,,,506,,,,0.4966813623905182,0.37280434370040894
39,,,519,,,,0.486589640378952,0.349313348531723
40,,,532,,,,0.47205063700675964,0.35326823592185974
41,,,545,,,,0.5174044966697693,0.4001365602016449
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
,7.656565908568861e-05,7.656565908568861e-05,549,,,,,
42,,,549,,,0.13471220433712006,,
42,,,558,,,,0.5807955861091614,0.4765222668647766
43,,,571,,,,0.48786959052085876,0.3560020625591278
44,,,584,,,,0.49044883251190186,0.3618326187133789
45,,,597,,,,0.4663769602775574,0.3362898826599121
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
,6.931595308931405e-05,6.931595308931405e-05,599,,,,,
46,,,599,,,0.07210426777601242,,
46,,,610,,,,0.5521584153175354,0.4483420252799988
47,,,623,,,,0.5373039245605469,0.4389752447605133
48,,,636,,,,0.5428392887115479,0.4404934048652649
,6.155158921797492e-05,6.155158921797492e-05,649,,,,,
,6.155158921797492e-05,6.155158921797492e-05,649,,,,,
,6.155158921797492e-05,6.155158921797492e-05,649,,,,,
49,,,649,,,0.060036372393369675,,
49,,,649,,,,0.5738391876220703,0.480781614780426
50,,,662,,,,0.5657821297645569,0.4628894627094269
51,,,675,,,,0.5201302766799927,0.4079277515411377
52,,,688,,,,0.5441515445709229,0.4435719847679138
,5.347997953127459e-05,5.347997953127459e-05,699,,,,,
,5.347997953127459e-05,5.347997953127459e-05,699,,,,,
